title,author_name,author_position,author_id
Re-weighting Negative Samples for Model-Agnostic Matching,hong wen,1,2075349262
Re-weighting Negative Samples for Model-Agnostic Matching,fuyu lv,2,2131196148
Re-weighting Negative Samples for Model-Agnostic Matching,jing zhang,3,2155700131
Re-weighting Negative Samples for Model-Agnostic Matching,tengfei yuan,4,2057820003
Re-weighting Negative Samples for Model-Agnostic Matching,zhao li,5,2008235577
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,junseok lee,0,2108518197
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,yunhak oh,1,2161343128
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,yeonjun in,2,2161339914
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,namkyeong lee,3,2153998505
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,dongmin hyun,4,108148310
GraFN: Semi-Supervised Node Classification on Graph with Few Labels via Non-Parametric Distribution Assignment,chanyoung park,5,2109120259
Item-Provider Co-learning for Sequential Recommendation,lei chen,0,2146071137
Item-Provider Co-learning for Sequential Recommendation,jingtao ding,1,2470644
Item-Provider Co-learning for Sequential Recommendation,min yang,2,2144399230
Item-Provider Co-learning for Sequential Recommendation,chengming li,3,2145534529
Item-Provider Co-learning for Sequential Recommendation,chonggang song,4,2987596
Item-Provider Co-learning for Sequential Recommendation,lingling yi,5,2111841396
ILMART: Interpretable Ranking with Constrained LambdaMART,claudio lucchese,0,1730904
ILMART: Interpretable Ranking with Constrained LambdaMART,franco maria nardini,1,2763561
ILMART: Interpretable Ranking with Constrained LambdaMART,salvatore orlando,2,38477686
ILMART: Interpretable Ranking with Constrained LambdaMART,raffaele perego,3,46188036
ILMART: Interpretable Ranking with Constrained LambdaMART,alberto veneri,4,1420043048
Modern baselines for SPARQL Semantic Parsing,debayan banerjee,0,35635012
Modern baselines for SPARQL Semantic Parsing,pranav ajit nair,1,83623712
Modern baselines for SPARQL Semantic Parsing,jivat neet kaur,2,2084554148
Modern baselines for SPARQL Semantic Parsing,ricardo usbeck,3,2370666
Modern baselines for SPARQL Semantic Parsing,chris biemann,4,66911936
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,mingyuan cheng,0,2093245720
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,xinru liao,1,2152086169
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,quan liu,2,1390542627
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,bin ma,3,2084599687
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,jian xu,4,2110980278
Learning Disentangled Representations for Counterfactual Regression via Mutual Information Minimization,bo zheng,5,2072996228
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,dandan zhang,0,2145909113
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,haotian wu,1,2149253205
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,guanqi zeng,2,11465465
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,yao yang,3,2175456414
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,weijiang qiu,4,31126721
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,yujie chen,5,2109331372
CTnoCVR: A Novelty Auxiliary Task Making the Lower-CTR-Higher-CVR Upper,haoyuan hu,6,14724015
Learning to Rank Knowledge Sub-Graph Nodes for Entity Retrieval,parastoo jafarzadeh,0,
Learning to Rank Knowledge Sub-Graph Nodes for Entity Retrieval,zahra amirmahani,1,
Learning to Rank Knowledge Sub-Graph Nodes for Entity Retrieval,faezeh ensan,2,
Deep Multi-Representational Item Network for CTR Prediction,jihai zhang,0,2154499886
Deep Multi-Representational Item Network for CTR Prediction,fangquan lin,1,2113698750
Deep Multi-Representational Item Network for CTR Prediction,cheng yang,2,2154169929
Deep Multi-Representational Item Network for CTR Prediction,wei wang,3,145200778
A New Sequential Prediction Framework with Spatial-temporal Embedding,jihai zhang,0,2154499886
A New Sequential Prediction Framework with Spatial-temporal Embedding,fangquan lin,1,2113698750
A New Sequential Prediction Framework with Spatial-temporal Embedding,cheng yang,2,3443627
A New Sequential Prediction Framework with Spatial-temporal Embedding,wei jiang,3,30401303
Rethinking Correlation-based Item-Item Similarities for Recommender Systems,katsuhiko hayashi,0,2087025575
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,guogang liao,0,2161243609
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,xiaowen shi,1,2119205048
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,ze wang,2,2108725730
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,xiaoxu wu,3,2107938276
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,chuheng zhang,4,144114271
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,yongkang wang,5,2108836630
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,xingxing wang,6,2144802333
Deep Page-Level Interest Network in Reinforcement Learning for Ads Allocation,dong wang,7,2152687987
GraphAD: A Graph Neural Network Model for Entity-Wise Multivariate Time-Series Anomaly Detection,xu chen,0,2118183722
GraphAD: A Graph Neural Network Model for Entity-Wise Multivariate Time-Series Anomaly Detection,qiu qiu,1,2166051955
GraphAD: A Graph Neural Network Model for Entity-Wise Multivariate Time-Series Anomaly Detection,changshan li,2,71690122
GraphAD: A Graph Neural Network Model for Entity-Wise Multivariate Time-Series Anomaly Detection,kunqing xie,3,38388863
On Survivorship Bias in MS MARCO,prashansa gupta,0,103545380
On Survivorship Bias in MS MARCO,sean macavaney,1,22214396
Counterfacutal Debiasing for Evidence-aware Fake News Detection,junfei wu,0,2155208092
Counterfacutal Debiasing for Evidence-aware Fake News Detection,qiang liu,1,48873756
Counterfacutal Debiasing for Evidence-aware Fake News Detection,weizhi xu,2,1693997
Counterfacutal Debiasing for Evidence-aware Fake News Detection,shu wu,3,50425438
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,yifan wang,0,2115568639
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,yifang qin,1,2420154
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,fang sun,2,2175279618
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,bo zhang,3,2208118573
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,xuyang hou,4,2112801811
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,ke hu,5,2055736719
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,jia cheng,6,2112799282
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,jun lei,7,2110714221
DisenCTR: Dynamic Graph-based Disentangled Representation for Click-Through Rate Prediction,ming zhang,8,2145177446
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,jie zou,0,150167832
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,evangelos kanoulas,1,1713134
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,pengjie ren,2,1749477
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,zhaochun ren,3,2780667
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,aixin sun,4,1735962
Improving Conversational Recommender Systems via Transformer-based Sequential Modelling,cheng long,5,2166202391
Neural Query Synthesis and Domain-Specific Ranking Templates for Multi-Stage Clinical Trial Matching,ronak pradeep,0,1816753042
Neural Query Synthesis and Domain-Specific Ranking Templates for Multi-Stage Clinical Trial Matching,yilin li,1,2162396776
Neural Query Synthesis and Domain-Specific Ranking Templates for Multi-Stage Clinical Trial Matching,yuetong wang,2,2141320609
Neural Query Synthesis and Domain-Specific Ranking Templates for Multi-Stage Clinical Trial Matching,jimmy lin,3,2154743364
Trainable CNNs based attention for user image behavior modeling with category prior,xin chen,0,89507637
Trainable CNNs based attention for user image behavior modeling with category prior,qingtao tang,1,34156181
Trainable CNNs based attention for user image behavior modeling with category prior,ke hu,2,2055736719
Trainable CNNs based attention for user image behavior modeling with category prior,yue xu,3,40616905
Trainable CNNs based attention for user image behavior modeling with category prior,shihang qiu,4,2146345714
Trainable CNNs based attention for user image behavior modeling with category prior,jia cheng,5,2112799282
Trainable CNNs based attention for user image behavior modeling with category prior,jun lei,6,2110714221
Joint Optimization of Ad Ranking and Creative Selection,kaiyi lin,0,2175321109
Joint Optimization of Ad Ranking and Creative Selection,xiang zhang,1,2175316040
Joint Optimization of Ad Ranking and Creative Selection,feng li,2,2160936347
Joint Optimization of Ad Ranking and Creative Selection,pengjie wang,3,2145012431
Joint Optimization of Ad Ranking and Creative Selection,qingqing long,4,50059334
Joint Optimization of Ad Ranking and Creative Selection,hongbo deng,5,2642895
Joint Optimization of Ad Ranking and Creative Selection,jian xu,6,2117049789
Joint Optimization of Ad Ranking and Creative Selection,bo zheng,7,2093245720
BERT-based Dense Intra-ranking and Contextualized Late Interaction via Multi-task Learning for Long Document Retrieval,minghan li,0,50652109
BERT-based Dense Intra-ranking and Contextualized Late Interaction via Multi-task Learning for Long Document Retrieval,eric gaussier,1,1732180
From Distillation to Hard Negative Sampling: Making Sparse Neural IR Models More Effective,thibault formal,0,1630412772
From Distillation to Hard Negative Sampling: Making Sparse Neural IR Models More Effective,carlos lassance,1,2131640257
From Distillation to Hard Negative Sampling: Making Sparse Neural IR Models More Effective,benjamin piwowarski,2,1703777
From Distillation to Hard Negative Sampling: Making Sparse Neural IR Models More Effective,stephane clinchant,3,2207074
Choosing The Right Teammate For Cooperative Text Generation,antoine chaffin,0,2129106958
Choosing The Right Teammate For Cooperative Text Generation,thomas scialom,1,90745780
Choosing The Right Teammate For Cooperative Text Generation,sylvain lamprier,2,2066075106
Choosing The Right Teammate For Cooperative Text Generation,jacopo staiano,3,1767493
Choosing The Right Teammate For Cooperative Text Generation,benjamin piwowarski,4,1703777
Choosing The Right Teammate For Cooperative Text Generation,ewa kijak,5,2056300199
Choosing The Right Teammate For Cooperative Text Generation,vincent claveau,6,2026156269
When online meets offline: exploring periodicity for travel destination prediction,wanjie tao,0,2146982445
When online meets offline: exploring periodicity for travel destination prediction,liangyue li,1,2145728192
When online meets offline: exploring periodicity for travel destination prediction,chen chen,2,2141810017
When online meets offline: exploring periodicity for travel destination prediction,zulong chen,3,8157135
When online meets offline: exploring periodicity for travel destination prediction,hong wen,4,2075349262
Long Document Re-ranking with Modular Re-ranker,luyu gao,0,49715441
Long Document Re-ranking with Modular Re-ranker,jamie callan,1,144987107
Improving Micro-video Recommendation via Contrastive Multiple Interests,beibei li,0,2109133840
Improving Micro-video Recommendation via Contrastive Multiple Interests,beihong jin,1,145982322
Improving Micro-video Recommendation via Contrastive Multiple Interests,jiageng song,2,2112626896
Improving Micro-video Recommendation via Contrastive Multiple Interests,yisong yu,3,2165680503
Improving Micro-video Recommendation via Contrastive Multiple Interests,yiyuan zheng,4,153697517
Improving Micro-video Recommendation via Contrastive Multiple Interests,wei zhuo,5,2070259448
Is News Recommendation a Sequential Recommendation Task?,chuhan wu,0,15161448
Is News Recommendation a Sequential Recommendation Task?,fangzhao wu,1,2397264
Is News Recommendation a Sequential Recommendation Task?,tao qi,2,50329599
Is News Recommendation a Sequential Recommendation Task?,chenliang li,3,
Is News Recommendation a Sequential Recommendation Task?,yongfeng huang,4,1731776
Unsupervised Dataset Generation for Information Retrieval,luiz bonifacio,0,2003019597
Unsupervised Dataset Generation for Information Retrieval,hugo abonizio,1,1394470211
Unsupervised Dataset Generation for Information Retrieval,marzieh fadaee,2,2818759
